question,groundtruth,chatbot_response,similar_questions,accuracy
Đại lộ Charner được đổi tên thành gì?,Nguyễn Huệ,Đại lộ Charner đã được đổi tên thành đại lộ Nguyễn Huệ.,"['Đại lộ Charner có tên mới là gì?', 'Tên mới của đại lộ Charner là gì?', 'Đại lộ Charner đã được đổi tên thành gì?']",1
Địa chỉ của Cổng Soát Vé là gì?,"Số 2, đường Nguyễn Bỉnh Khiêm, phường Bến Nghé, Quận 1","Địa chỉ của Cổng Soát Vé là số 2, đường Nguyễn Bỉnh Khiêm, phường Bến Nghé, Quận 1.","['Thời gian hoạt động của Cổng Soát Vé là khi nào?', 'Giá vé cho trẻ em và người lớn là bao nhiêu?', 'Cổng Soát Vé nằm ở đâu?']",1
Thời gian hoạt động của Cổng Soát Vé là từ khi nào đến khi nào?,7:00 – 18:30 (mỗi ngày),Thời gian hoạt động của Cổng Soát Vé là từ 7:00 đến 18:30 mỗi ngày.,"['Giá vé vào Cổng Soát Vé là bao nhiêu?', 'Địa chỉ của Cổng Soát Vé là gì?', 'Cổng Soát Vé nằm ở quận nào?']",1
Giá vé cho trẻ em có chiều cao dưới 1m là bao nhiêu?,Miễn phí,Miễn phí,"['Giá vé cho trẻ em cao từ 1m đến dưới 1m3 là bao nhiêu?', 'Giá vé cho người lớn và trẻ em cao từ 1m3 trở lên là bao nhiêu?', 'Có giá vé miễn phí cho trẻ em dưới 1m không?']",1
Giá vé cho trẻ em cao từ 1m đến dưới 1m3 là bao nhiêu?,30.000 đồng,30.000 đồng,"['Giá vé cho trẻ em dưới 1m3 là bao nhiêu?', 'Trẻ em cao từ 1m đến dưới 1m3 phải trả bao nhiêu tiền vé?', 'Vé cho trẻ em có chiều cao từ 1m đến dưới 1m3 giá bao nhiêu?']",1
Giá vé cho người lớn và trẻ em cao từ 1m3 trở lên là bao nhiêu?,50.000 đồng,Giá vé cho người lớn và trẻ em cao từ 1m3 trở lên là 50.000 đồng.,"['Giá vé cho trẻ em cao từ 1m đến dưới 1m3 là bao nhiêu?', 'Giá vé cho trẻ em có chiều cao dưới 1m là bao nhiêu?', 'Giá vé cho người lớn là bao nhiêu?']",1
Công viên Văn hóa Đầm Sen được xây dựng vào năm nào?,1976,Công viên Văn hóa Đầm Sen được khởi công vào ngày 15/2/1976.,"['Công viên Văn hóa Đầm Sen được xây dựng vào thời gian nào?', 'Ngày nào công viên Văn hóa Đầm Sen được khởi công?', 'Khi nào công viên Văn hóa Đầm Sen được xây dựng?']",1
Công viên Đầm Sen được xây dựng trên diện tích bao nhiêu ha?,55ha,Công viên Đầm Sen được khởi công trên diện tích 55ha.,"['Công viên Đầm Sen có diện tích bao nhiêu?', 'Kích thước của Công viên Đầm Sen là bao nhiêu?', 'Diện tích của Công viên Đầm Sen là bao nhiêu?']",1
"Trước khi được xây dựng, Đầm Sen là một khu vực như thế nào?",Là một khu ruộng hoang đầm lầy và chứa các tệ nạn xã hội,"Đầm Sen trước khi được xây dựng là một khu ruộng hoang đầm lầy, chỉ toàn những đụn rau muống, rau ngổ, cây cỏ rậm rịt. Nơi đó cũng là nơi chứa các tệ nạn xã hội.","['Công viên Văn hóa Đầm Sen được xây dựng vào năm nào?', 'Diện tích của Công viên Văn hóa Đầm Sen là bao nhiêu?', 'Công viên Văn hóa Đầm Sen có cảnh quan như thế nào?']",1
Thành ủy - UBND TP.HCM ra lời kêu gọi xây dựng công viên Văn hóa Đầm Sen vào ngày nào?,15/2/1976,Ngày 15/2/1976,"['Công viên Văn hóa Đầm Sen được khởi công vào ngày nào?', 'Thành ủy - UBND TP.HCM ra lời kêu gọi xây dựng công viên Văn hóa Đầm Sen vào thời điểm nào?', 'Công viên Văn hóa Đầm Sen được xây dựng vào ngày nào?']",1
Tư tưởng chủ đạo trong trưng bày cố định tại Bảo tàng Phụ nữ Nam bộ là gì?,Thể hiện truyền thống đấu tranh dựng nước và giữ nước của phụ nữ Việt Nam,Tư tưởng chủ đạo trong trưng bày cố định tại Bảo tàng Phụ nữ Nam Bộ là thể hiện truyền thống đấu tranh dựng nước và giữ nước của phụ nữ Việt Nam trong đó có vai trò phụ nữ miền Nam góp phần gìn giữ và phát huy những giá trị văn hóa của dân tộc.,"['Bảo tàng Phụ nữ Nam Bộ có những chuyên đề trưng bày nào?', 'Bảo tàng Phụ nữ Nam Bộ được thành lập vào năm nào?', 'Địa chỉ của Bảo tàng Phụ nữ Nam Bộ là gì?']",1
Có bao nhiêu chuyên đề trong cấu tạo nội dung trưng bày của bảo tàng?,11,Bảo tàng có tổng cộng 11 chuyên đề trong cấu tạo nội dung trưng bày.,"['Bảo tàng có bao nhiêu chuyên đề trưng bày?', 'Có những chuyên đề nào trong cấu tạo nội dung trưng bày của bảo tàng?', 'Bảo tàng trưng bày bao nhiêu chuyên đề?']",1
Chùa Việt Nam Quốc Tự được xây dựng theo kiến trúc nào?,Kiến trúc thiết kế chùa cổ miền Bắc,"Chùa Việt Nam Quốc Tự được xây dựng theo kiến trúc chùa cổ miền Bắc với màu vàng làm chủ chủ đạo và mái ngói vảy màu đỏ nâu. Mái chùa xây dựng nhiều tầng, đầu mái công vuốt hình đầu đao, được điêu khắc đầu rồng rất tinh xảo.","['Chùa Việt Nam Quốc Tự có mấy tầng?', 'Ai là người xây dựng Chùa Việt Nam Quốc Tự?', 'Chùa Việt Nam Quốc Tự nằm ở đâu?']",1
Mái chùa Việt Nam Quốc Tự được xây dựng như thế nào?,"Mái chùa xây dựng nhiều tầng, đầu mái công vuốt hình đầu đao, được điêu khắc đầu rồng rất tinh xảo","Mái chùa Việt Nam Quốc Tự được xây dựng nhiều tầng, đầu mái công vuốt hình đầu đao, được điêu khắc đầu rồng rất tinh xảo. Kiến trúc tổng thể của ngôi chùa Việt Nam Quốc Tự trên khuôn viên 3.700 m2 bao gồm cổng tam quan, ngôi Chính điện, Tháp bảo 13 tầng, viện Đại học Phương Nam, cô nhi viện Quách Thị Trang và các điện thờ, tượng Phật trong khuôn viên sân chùa.","['Chùa Việt Nam Quốc Tự có diện tích bao nhiêu?', 'Các hạng mục kiến trúc lớn nhỏ của chùa Việt Nam Quốc Tự là gì?', 'Chùa Việt Nam Quốc Tự được xây dựng theo phong cách kiến trúc nào?']",1
Chùa Việt Nam Quốc Tự có những hạng mục kiến trúc nào?,"Cổng tam quan, ngôi Chính điện, Tháp bảo 13 tầng, viện Đại học Phương Nam, cô nhi viện Quách Thị Trang và các điện thờ, tượng Phật trong khuôn viên sân chùa","Kiến trúc tổng thể của ngôi chùa Việt Nam Quốc Tự trên khuôn viên 3.700 m2 bao gồm cổng tam quan, ngôi Chính điện, Tháp bảo 13 tầng, viện Đại học Phương Nam, cô nhi viện Quách Thị Trang và các điện thờ, tượng Phật trong khuôn viên sân chùa.","['Chùa Việt Nam Quốc Tự có diện tích bao nhiêu?', 'Có bao nhiêu tầng trong Tháp bảo của chùa Việt Nam Quốc Tự?', 'Có những công trình nào khác trong khuôn viên chùa Việt Nam Quốc Tự?']",1
"Cuộc kháng chiến chống Mỹ, cứu nước kéo dài bao lâu?",Từ năm 1954 đến năm 1975.,"Cuộc kháng chiến chống Mỹ, cứu nước kéo dài từ năm 1954 đến năm 1975.","['Cuộc kháng chiến chống Mỹ, cứu nước kéo dài trong bao lâu?', 'Thời gian diễn ra cuộc kháng chiến chống Mỹ, cứu nước là bao lâu?', 'Khi nào cuộc kháng chiến chống Mỹ, cứu nước kết thúc?']",1
Dân tộc Việt Nam đã sử dụng những yếu tố nào để hoàn thành sự nghiệp giải phóng miền Nam và thống nhất đất nước?,"Dân tộc Việt Nam đã phát huy cao độ truyền thống yêu nước, sức mạnh của toàn dân và sức mạnh của thời đại.","Dân tộc Việt Nam đã sử dụng các yếu tố như kháng chiến chống Pháp và Mỹ, cuộc kháng chiến cách mạng, sự đoàn kết và lãnh đạo của Mặt trận dân tộc giải phóng miền Nam để hoàn thành sự nghiệp giải phóng miền Nam và thống nhất đất nước.","['Các yếu tố nào đã giúp dân tộc Việt Nam hoàn thành sự nghiệp giải phóng miền Nam và thống nhất đất nước?', 'Trong quá trình giải phóng miền Nam và thống nhất đất nước, dân tộc Việt Nam đã sử dụng những yếu tố gì?', 'Nhờ vào những yếu tố nào mà dân tộc Việt Nam đã hoàn thành sự nghiệp giải phóng miền Nam và thống nhất đất nước?']",1
Các phong trào đấu tranh của tầng lớp nhân dân Thành phố Sài Gòn - Gia Định đã đóng góp như thế nào trong cuộc kháng chiến?,"Các phong trào đấu tranh của tầng lớp nhân dân Thành phố Sài Gòn - Gia Định đã góp phần quan trọng, kết thúc cuộc kháng chiến.","Các phong trào đấu tranh của tầng lớp nhân dân Thành phố Sài Gòn - Gia Định đã góp phần quan trọng trong cuộc kháng chiến chống Mỹ, cứu nước từ năm 1954 đến năm 1975. Nhờ sự đoàn kết và nỗ lực của nhân dân Sài Gòn - Gia Định, các phong trào đấu tranh đã tạo ra sự chống đối mạnh mẽ và góp phần đẩy lùi quân thù. Đồng thời, nhân dân Sài Gòn - Gia Định cũng đã tham gia vào các hoạt động tuyên truyền, tập hợp tài chính và vật liệu, cung cấp thông tin tình báo, và hỗ trợ quân đội trong cuộc chiến tranh. Đó là một phần không thể thiếu trong chiến thắng cuối cùng của cuộc kháng chiến.","['Các phong trào đấu tranh của tầng lớp nhân dân Sài Gòn - Gia Định đã có tầm ảnh hưởng như thế nào trong cuộc kháng chiến?', 'Nhân dân Sài Gòn - Gia Định đã đóng góp như thế nào trong cuộc kháng chiến chống Mỹ?', 'Tầng lớp nhân dân Sài Gòn - Gia Định đã tham gia vào những hoạt động gì trong cuộc kháng chiến?']",1
Bảo tàng Thành phố đã chọn lọc bao nhiêu hiện vật và ảnh tiêu biểu để trưng bày về cuộc kháng chiến chống Mỹ?,Bảo tàng Thành phố đã chọn lọc 481 hiện vật và 26 ảnh tiêu biểu.,Bảo tàng Thành phố đã chọn lọc 481 hiện vật và 26 ảnh tiêu biểu để trưng bày về cuộc kháng chiến chống Mỹ.,"['Bảo tàng Thành phố trưng bày về cuộc kháng chiến chống Mỹ bằng những hiện vật gì?', 'Bảo tàng Thành phố có bao nhiêu hiện vật và ảnh tiêu biểu về cuộc kháng chiến chống Mỹ?', 'Bảo tàng Thành phố trưng bày những gì về cuộc kháng chiến chống Mỹ?']",1
Phòng số 6 trong hệ thống trưng bày của Bảo tàng truyền tải những nội dung gì?,"Phòng số 6 trong hệ thống trưng bày của Bảo tàng truyền tải các nội dung về phong trào đấu tranh đòi hòa bình, phong trào Đồng Khởi 1960, mặt trận Dân tộc giải phóng miền Nam Việt Nam, và phong trào đấu tranh tại đô thị Sài Gòn.","Phòng số 6 trong hệ thống trưng bày của Bảo tàng truyền tải những nội dung về danh y Việt Nam, bao gồm 15 bức tranh sơn son thếp vàng của các danh y và tác giả y học cổ truyền Việt Nam từ thời kỳ XIII đến thời kỳ XIX.","['Bảo tàng truyền tải những nội dung gì trong phòng số 6?', 'Phòng số 6 của Bảo tàng truyền tải những thông tin gì?', 'Trong phòng số 6 của Bảo tàng, có những gì được trưng bày?']",0
Trung tâm Sự kiện và Triển lãm White Palace được thiết kế với mục đích gì?,"Trung tâm Sự kiện và Triển lãm White Palace được thiết kế với những công năng vượt trội và trang thiết bị hiện đại để trở thành điểm đến đẳng cấp bậc nhất khu vực phía Bắc Thành phố Hồ Chí Minh cho các triển lãm tiêu chuẩn quốc tế, những sự kiện văn hóa giải trí hàng ngàn khách và yến tiệc cao cấp.","Trung tâm Sự kiện và Triển lãm White Palace được thiết kế với mục đích tổ chức các triển lãm tiêu chuẩn quốc tế, sự kiện văn hóa giải trí và yến tiệc cao cấp.","['White Palace được xây dựng dựa trên ý tưởng kiến trúc gì?', 'White Palace có những công năng gì?', 'White Palace nằm ở địa chỉ nào?']",1
Trung Tâm Hội Nghị White Palace tọa lạc ở đâu?,"Trung Tâm Hội Nghị White Palace tọa lạc tại số 194 Hoàng Văn Thụ, Quận Phú Nhuận.","Trung Tâm Hội Nghị White Palace tọa lạc tại số 194 Hoàng Văn Thụ, Quận Phú Nhuận.","['White Palace nằm ở đâu?', 'Địa chỉ của Trung Tâm Hội Nghị White Palace là gì?', 'Trung Tâm Hội Nghị White Palace ở quận nào?']",1
Trung Tâm Hội Nghị White Palace có thời gian hoạt động bao lâu?,Trung Tâm Hội Nghị White Palace đã chuyển mình đầy ngoạn mục diện mạo hoàn toàn mới sau hơn 12 năm hình thành và phát triển.,Trung Tâm Hội Nghị White Palace đã hoạt động hơn 12 năm.,"['White Palace hoạt động từ bao lâu?', 'Trung Tâm Hội Nghị White Palace đã tồn tại trong bao lâu?', 'Bao lâu rồi Trung Tâm Hội Nghị White Palace mở cửa?']",1
Tòa nhà Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng là Di tích kiến trúc nghệ thuật cấp Quốc gia vào năm nào?,Năm 2020,Năm 2020,"['Tòa nhà Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng là Di tích kiến trúc nghệ thuật cấp Quốc gia vào năm bao nhiêu?', 'Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng là Di tích kiến trúc nghệ thuật cấp Quốc gia vào năm nào?', 'Năm nào Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng là Di tích kiến trúc nghệ thuật cấp Quốc gia?']",1
Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh có bề ngang rộng đến bao nhiêu?,30m,30m,"['Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh có diện tích bao nhiêu?', 'Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh được xếp hạng di tích kiến trúc cấp gì?', 'Trước tòa nhà Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh có gì?']",1
Trước kia phía trước tòa nhà là gì?,Một bãi cỏ rộng,"Trước kia phía trước tòa nhà là hai tượng đài, bên trái là tượng đài Chiến sỹ Giao bưu - Thông tin thời kỳ kháng chiến, bên phải là tượng Bưu điện thời kỳ phát triển hiện đại - đây là công trình chào mừng kỷ niệm 300 năm Sài Gòn - Thành phố Hồ Chí Minh (1698 - 1998).","['Công trình nào được xây dựng để chào mừng kỷ niệm 300 năm Sài Gòn - Thành phố Hồ Chí Minh?', 'Trước tòa nhà có gì?', 'Có những tượng đài nào phía trước tòa nhà?']",0
